"Country","Political province/region","County","Mining area","Mining site","Add. information on mine","Latitude","Longitude","Location precision","Tectonic/geolog. super unit","Tectonic/geolog. unit","Tectonic/geolog. subunit","Deposit type","Mineralisation style","Metals","Minerals","Sample number","Geol. period","206Pb/204Pb","207Pb/204Pb","208Pb/204Pb","206Pb/207Pb","208Pb/207Pb","204Pb/206Pb","207Pb/206Pb","208Pb/206Pb","Model_Age_SK75","mu_SK75","kappa_SK75","Model_Age_CR75","mu_CR75","kappa_CR75","Model_Age_AJ84","mu_AJ84","kappa_AJ84","Model_Age_ADB12","mu_ADB12","kappa_ADB12","Instrument used","2s_206Pb/204Pb","2s_207Pb/204Pb","2s_208Pb/204Pb","2s_207Pb/206Pb","2s_208Pb/206Pb","Archaeologically Relevant? (Y/N)","Reason_archaeologically_relevant","doi","Reference","Additional references"
"Argentina","Jujuy","unknown","Pirquitas","Pirquitas",,-22.6872777777778,-66.5440277777778,"Exact (coordinates from publication)","unknown","Formación Acoite","unknown","unknown","Veins","Pb; Zn; Ag; Sn","pyrite","06ML10A","Lower Paleozoic (host sediment)",18.793,15.707,39.046,1.19647291016744,2.48589800725791,0.0532113020805619,0.835789921779386,2.07768850103762,95.646,10.049,3.965,14.146,10.736,3.84,120.887,9.948,3.993,,,,"TIMS","unknown","unknown","unknown",,,"y","Angiorama, C. 2001. De metales, minerales y yacimientos. Contribución al estudio de la metalurgia prehispánica en el extremo noroccidental de Argentina. Estudios Atacameños, 21: 63-87.","10.1007/s10816-014-9225-8","Macfarlane, A. W., and Lechtman, H. N., 2016, Andean Ores, Bronze Artifacts, and Lead Isotopes: Constraints on Metal Sources in Their Geological Context, Journal of Archaeological Method and Theory, 23(1), 1–72.","https://www.mineriajujuy.gob.ar/files_site/cuadro-resumen-de-indicios-y-ocurrencias-minerales-de-la-provincia-de-jujuy.pdf"
"Argentina","Jujuy","unknown","Pirquitas","Pirquitas",,-22.6872777777778,-66.5440277777778,"Exact (coordinates from publication)","unknown","Formación Acoite","unknown","unknown","Veins","Pb; Zn; Ag; Sn","cassiterite","06ML10D","Lower Paleozoic (host sediment)",18.844,15.749,39.185,1.19652041399454,2.48809448218935,0.0530672893228614,0.835756739545744,2.07944173211632,144.418,10.22,4.018,-17.512,10.753,3.839,163.882,10.101,4.045,,,,"TIMS","unknown","unknown","unknown",,,"y","Angiorama, C. 2001. De metales, minerales y yacimientos. Contribución al estudio de la metalurgia prehispánica en el extremo noroccidental de Argentina. Estudios Atacameños, 21: 63-87.","10.1007/s10816-014-9225-8","Macfarlane, A. W., and Lechtman, H. N., 2016, Andean Ores, Bronze Artifacts, and Lead Isotopes: Constraints on Metal Sources in Their Geological Context, Journal of Archaeological Method and Theory, 23(1), 1–72.","https://www.mineriajujuy.gob.ar/files_site/cuadro-resumen-de-indicios-y-ocurrencias-minerales-de-la-provincia-de-jujuy.pdf"
"Argentina","Jujuy","unknown","Pirquitas","Pirquitas",,-22.6872777777778,-66.5440277777778,"Exact (coordinates from publication)","unknown","Formación Acoite","unknown","unknown","Veins","Pb; Zn; Ag; Sn","pyrite","06ML10J","Lower Paleozoic (host sediment)",18.762,15.682,38.933,1.19640351995919,2.48265527356205,0.0532992218313613,0.835838396759407,2.07509860356039,66.278,9.948,3.919,33.35,10.726,3.841,95.116,9.857,3.948,,,,"TIMS","unknown","unknown","unknown",,,"y","Angiorama, C. 2001. De metales, minerales y yacimientos. Contribución al estudio de la metalurgia prehispánica en el extremo noroccidental de Argentina. Estudios Atacameños, 21: 63-87.","10.1007/s10816-014-9225-8","Macfarlane, A. W., and Lechtman, H. N., 2016, Andean Ores, Bronze Artifacts, and Lead Isotopes: Constraints on Metal Sources in Their Geological Context, Journal of Archaeological Method and Theory, 23(1), 1–72.","https://www.mineriajujuy.gob.ar/files_site/cuadro-resumen-de-indicios-y-ocurrencias-minerales-de-la-provincia-de-jujuy.pdf"
"Argentina","Jujuy","unknown","Providencia","Providencia",,-23.2625277777778,-66.8001111111111,"Exact (coordinates from publication)","unknown","Conglomerados la Providencia","unknown","unknown","Veins","Cu; Ag","cuprite","06ML13E","Holocene",18.773,15.675,38.934,1.19763955342903,2.48382775119617,0.0532679912640494,0.834975763063975,2.0739359718745,43.245,9.916,3.909,26.984,10.729,3.841,73.156,9.828,3.939,,,,"TIMS","unknown","unknown","unknown",,,"y","Angiorama, C. 2001. De metales, minerales y yacimientos. Contribución al estudio de la metalurgia prehispánica en el extremo noroccidental de Argentina. Estudios Atacameños, 21: 63-87.","10.1007/s10816-014-9225-8","Macfarlane, A. W., and Lechtman, H. N., 2016, Andean Ores, Bronze Artifacts, and Lead Isotopes: Constraints on Metal Sources in Their Geological Context, Journal of Archaeological Method and Theory, 23(1), 1–72.","https://www.mineriajujuy.gob.ar/files_site/cuadro-resumen-de-indicios-y-ocurrencias-minerales-de-la-provincia-de-jujuy.pdf"
"Argentina","Jujuy","unknown","Providencia","Providencia",,-23.2625277777778,-66.8001111111111,"Exact (coordinates from publication)","unknown","Conglomerados la Providencia","unknown","unknown","Veins","Cu; Ag","cuprite; malachite","06ML13G","Holocene",18.781,15.698,39.001,1.19639444515225,2.48445661867754,0.0532453011021777,0.835844736701986,2.07661998828603,85.765,10.013,3.947,21.563,10.732,3.841,112.285,9.916,3.975,,,,"TIMS","unknown","unknown","unknown",,,"y","Angiorama, C. 2001. De metales, minerales y yacimientos. Contribución al estudio de la metalurgia prehispánica en el extremo noroccidental de Argentina. Estudios Atacameños, 21: 63-87.","10.1007/s10816-014-9225-8","Macfarlane, A. W., and Lechtman, H. N., 2016, Andean Ores, Bronze Artifacts, and Lead Isotopes: Constraints on Metal Sources in Their Geological Context, Journal of Archaeological Method and Theory, 23(1), 1–72.","https://www.mineriajujuy.gob.ar/files_site/cuadro-resumen-de-indicios-y-ocurrencias-minerales-de-la-provincia-de-jujuy.pdf"
"Argentina","Jujuy","unknown","Providencia","Providencia",,-23.2625277777778,-66.8001111111111,"Exact (coordinates from publication)","unknown","Conglomerados la Providencia","unknown","unknown","Veins","Cu; Ag","cuprite","06ML13H","Holocene",18.754,15.665,38.907,1.19719119055219,2.48368975422917,0.0533219579822971,0.835288471792684,2.07459741921723,36.14,9.877,3.904,38.602,10.723,3.841,67.528,9.793,3.934,,,,"TIMS","unknown","unknown","unknown",,,"y","Angiorama, C. 2001. De metales, minerales y yacimientos. Contribución al estudio de la metalurgia prehispánica en el extremo noroccidental de Argentina. Estudios Atacameños, 21: 63-87.","10.1007/s10816-014-9225-8","Macfarlane, A. W., and Lechtman, H. N., 2016, Andean Ores, Bronze Artifacts, and Lead Isotopes: Constraints on Metal Sources in Their Geological Context, Journal of Archaeological Method and Theory, 23(1), 1–72.","https://www.mineriajujuy.gob.ar/files_site/cuadro-resumen-de-indicios-y-ocurrencias-minerales-de-la-provincia-de-jujuy.pdf"
"Argentina","Jujuy","unknown","Pumahuasi","Pumahuasi","vein Bélgica",-22.3333333333333,-65.5833333333333,"Exact (coordinates from publication)","unknown","Formación Acoite","unknown","unknown","Veins","Pb; Zn","galena","4979/03639","Ordovician (host rock)",18.305,15.649,38.474,1.16972330500351,2.45855965237395,0.0546298825457525,0.854903031958481,2.10183010106528,337.297,9.913,3.97,302.971,10.581,3.855,369.729,9.828,4,340.073,9.744,3.994,"TIMS","unknown","unknown","unknown",,,"y","Angiorama, C. 2001. De metales, minerales y yacimientos. Contribución al estudio de la metalurgia prehispánica en el extremo noroccidental de Argentina. Estudios Atacameños, 21: 63-87.","10.2113/gsecongeo.83.4.843","Puig, A., 1988, Geologic and metallogenic significance of the isotopic composition of lead in galenas of the Chilean Andes, Economic Geology, 83(4), 843–58.","https://www.mineriajujuy.gob.ar/files_site/cuadro-resumen-de-indicios-y-ocurrencias-minerales-de-la-provincia-de-jujuy.pdf"
"Argentina","Jujuy","unknown","Pumahuasi","Pumahuasi","vein Bélgica",-22.3333333333333,-65.5833333333333,"Exact (coordinates from publication)","unknown","Formación Acoite","unknown","unknown","Veins","Pb; Zn","galena","4980/03640","Ordovician (host rock)",18.296,15.645,38.437,1.16944710770214,2.45682326621924,0.0546567555749891,0.855104940970704,2.10084171403586,335.971,9.898,3.955,308.32,10.578,3.855,368.948,9.815,3.985,341.697,9.737,3.981,"TIMS","unknown","unknown","unknown",,,"y","Angiorama, C. 2001. De metales, minerales y yacimientos. Contribución al estudio de la metalurgia prehispánica en el extremo noroccidental de Argentina. Estudios Atacameños, 21: 63-87.","10.2113/gsecongeo.83.4.843","Puig, A., 1988, Geologic and metallogenic significance of the isotopic composition of lead in galenas of the Chilean Andes, Economic Geology, 83(4), 843–58.","https://www.mineriajujuy.gob.ar/files_site/cuadro-resumen-de-indicios-y-ocurrencias-minerales-de-la-provincia-de-jujuy.pdf"
"Argentina","Jujuy","unknown","Purisima-Rumicruz","Purisima-Rumicruz","vein Rumicruz",-22.820275,-65.5307,"Exact/neighbouring (coordinates from Geological Database)","unknown","Grupo Santa Victoria","unknown","Epithermal","Veins; stockworks","Cu; Pb; Ni; Co","galena","14502a","235 Ma",18.328,15.637,38.494,1.17209183347189,2.46172539489672,0.054561326931471,0.853175469227412,2.10028371890004,296.15,9.853,3.961,290.048,10.588,3.854,330.419,9.775,3.991,309.887,9.717,3.987,"MC-ICP-MS","unknown","unknown","unknown",,,"y","Angiorama, C. 2001. De metales, minerales y yacimientos. Contribución al estudio de la metalurgia prehispánica en el extremo noroccidental de Argentina. Estudios Atacameños, 21: 63-87.","10.35537/10915/25861","López, L., 2012, Geología y metalogénesis del distrito polimetálico Purísima-Rumicruz, departamento de Cochinoca, provincia de Jujuy, Doctor en Ciencias Naturales, Universidad Nacional de La Plata.","https://www.mineriajujuy.gob.ar/files_site/cuadro-resumen-de-indicios-y-ocurrencias-minerales-de-la-provincia-de-jujuy.pdf"
"Argentina","Jujuy","unknown","Purisima-Rumicruz","Purisima-Rumicruz","vein Rumicruz",-22.820275,-65.5307,"Exact/neighbouring (coordinates from Geological Database)","unknown","Grupo Santa Victoria","unknown","Epithermal","Veins; stockworks","Cu; Pb; Ni; Co","galena","14502b","235 Ma",18.33,15.642,38.502,1.17184503260453,2.4614499424626,0.0545553737043099,0.853355155482815,2.10049099836334,304.759,9.875,3.966,288.718,10.588,3.854,338.299,9.794,3.996,314.369,9.727,3.991,"MC-ICP-MS","unknown","unknown","unknown",,,"y","Angiorama, C. 2001. De metales, minerales y yacimientos. Contribución al estudio de la metalurgia prehispánica en el extremo noroccidental de Argentina. Estudios Atacameños, 21: 63-87.","10.35537/10915/25861","López, L., 2012, Geología y metalogénesis del distrito polimetálico Purísima-Rumicruz, departamento de Cochinoca, provincia de Jujuy, Doctor en Ciencias Naturales, Universidad Nacional de La Plata.","https://www.mineriajujuy.gob.ar/files_site/cuadro-resumen-de-indicios-y-ocurrencias-minerales-de-la-provincia-de-jujuy.pdf"
"Argentina","Jujuy","unknown","Purisima-Rumicruz","Purisima-Rumicruz","vein Rumicruz",-22.820275,-65.5307,"Exact/neighbouring (coordinates from Geological Database)","unknown","Grupo Santa Victoria","unknown","Epithermal","Veins; stockworks","Cu; Pb; Ni; Co","galena","14502c","235 Ma",18.316,15.624,38.446,1.17229902713774,2.46070148489503,0.0545970735968552,0.853024677877266,2.0990390915047,278.681,9.799,3.938,297.453,10.584,3.855,314.844,9.726,3.969,302.98,9.693,3.97,"MC-ICP-MS","unknown","unknown","unknown",,,"y","Angiorama, C. 2001. De metales, minerales y yacimientos. Contribución al estudio de la metalurgia prehispánica en el extremo noroccidental de Argentina. Estudios Atacameños, 21: 63-87.","10.35537/10915/25861","López, L., 2012, Geología y metalogénesis del distrito polimetálico Purísima-Rumicruz, departamento de Cochinoca, provincia de Jujuy, Doctor en Ciencias Naturales, Universidad Nacional de La Plata.","https://www.mineriajujuy.gob.ar/files_site/cuadro-resumen-de-indicios-y-ocurrencias-minerales-de-la-provincia-de-jujuy.pdf"
"Argentina","Jujuy","unknown","Purisima-Rumicruz","Purisima-Rumicruz","vein Jesuitas",-22.820275,-65.5307,"Exact/neighbouring (coordinates from Geological Database)","unknown","Grupo Santa Victoria","unknown","Epithermal","Veins; stockworks","Cu; Pb; Ni; Co","galena","14510a","235 Ma",18.319,15.631,38.469,1.17196596506941,2.46107094875568,0.0545881325399858,0.853267099732518,2.09995087068071,290.694,9.829,3.951,295.474,10.585,3.855,325.818,9.753,3.982,309.138,9.706,3.98,"MC-ICP-MS","unknown","unknown","unknown",,,"y","Angiorama, C. 2001. De metales, minerales y yacimientos. Contribución al estudio de la metalurgia prehispánica en el extremo noroccidental de Argentina. Estudios Atacameños, 21: 63-87.","10.35537/10915/25861","López, L., 2012, Geología y metalogénesis del distrito polimetálico Purísima-Rumicruz, departamento de Cochinoca, provincia de Jujuy, Doctor en Ciencias Naturales, Universidad Nacional de La Plata.","https://www.mineriajujuy.gob.ar/files_site/cuadro-resumen-de-indicios-y-ocurrencias-minerales-de-la-provincia-de-jujuy.pdf"
"Argentina","Jujuy","unknown","Purisima-Rumicruz","Purisima-Rumicruz","vein Jesuitas",-22.820275,-65.5307,"Exact/neighbouring (coordinates from Geological Database)","unknown","Grupo Santa Victoria","unknown","Epithermal","Veins; stockworks","Cu; Pb; Ni; Co","galena","14510b","235 Ma",18.337,15.642,38.521,1.17229254571027,2.46266462089247,0.0545345476359274,0.853029394121176,2.10072530948356,299.563,9.873,3.971,284.655,10.591,3.854,333.128,9.792,4.001,309.457,9.726,3.995,"MC-ICP-MS","unknown","unknown","unknown",,,"y","Angiorama, C. 2001. De metales, minerales y yacimientos. Contribución al estudio de la metalurgia prehispánica en el extremo noroccidental de Argentina. Estudios Atacameños, 21: 63-87.","10.35537/10915/25861","López, L., 2012, Geología y metalogénesis del distrito polimetálico Purísima-Rumicruz, departamento de Cochinoca, provincia de Jujuy, Doctor en Ciencias Naturales, Universidad Nacional de La Plata.","https://www.mineriajujuy.gob.ar/files_site/cuadro-resumen-de-indicios-y-ocurrencias-minerales-de-la-provincia-de-jujuy.pdf"
"Argentina","Jujuy","unknown","Purisima-Rumicruz","Purisima-Rumicruz","vein La Nueva",-22.820275,-65.5307,"Exact/neighbouring (coordinates from Geological Database)","unknown","Grupo Santa Victoria","unknown","Epithermal","Veins; stockworks","Cu; Pb; Ni; Co","chalcocite","6848a","235 Ma",18.395,15.648,38.528,1.17554959100205,2.46216768916155,0.0543625985322098,0.85066594183202,2.09448219624898,268.643,9.885,3.938,250.725,10.609,3.852,301.532,9.802,3.968,275.795,9.731,3.967,"MC-ICP-MS","unknown","unknown","unknown",,,"y","Angiorama, C. 2001. De metales, minerales y yacimientos. Contribución al estudio de la metalurgia prehispánica en el extremo noroccidental de Argentina. Estudios Atacameños, 21: 63-87.","10.35537/10915/25861","López, L., 2012, Geología y metalogénesis del distrito polimetálico Purísima-Rumicruz, departamento de Cochinoca, provincia de Jujuy, Doctor en Ciencias Naturales, Universidad Nacional de La Plata.","https://www.mineriajujuy.gob.ar/files_site/cuadro-resumen-de-indicios-y-ocurrencias-minerales-de-la-provincia-de-jujuy.pdf"
"Argentina","Jujuy","unknown","Purisima-Rumicruz","Purisima-Rumicruz","vein La Nueva",-22.820275,-65.5307,"Exact/neighbouring (coordinates from Geological Database)","unknown","Grupo Santa Victoria","unknown","Epithermal","Veins; stockworks","Cu; Pb; Ni; Co","chalcocite","6848b","235 Ma",18.366,15.642,38.508,1.17414652857691,2.46183352512466,0.0544484373298486,0.851682456713492,2.09670042469781,278.016,9.866,3.944,267.805,10.6,3.853,311.687,9.785,3.975,289.082,9.723,3.973,"MC-ICP-MS","unknown","unknown","unknown",,,"y","Angiorama, C. 2001. De metales, minerales y yacimientos. Contribución al estudio de la metalurgia prehispánica en el extremo noroccidental de Argentina. Estudios Atacameños, 21: 63-87.","10.35537/10915/25861","López, L., 2012, Geología y metalogénesis del distrito polimetálico Purísima-Rumicruz, departamento de Cochinoca, provincia de Jujuy, Doctor en Ciencias Naturales, Universidad Nacional de La Plata.","https://www.mineriajujuy.gob.ar/files_site/cuadro-resumen-de-indicios-y-ocurrencias-minerales-de-la-provincia-de-jujuy.pdf"
"Argentina","Jujuy","unknown","Purisima-Rumicruz","Purisima-Rumicruz","vein La Nueva",-22.820275,-65.5307,"Exact/neighbouring (coordinates from Geological Database)","unknown","Grupo Santa Victoria","unknown","Epithermal","Veins; stockworks","Cu; Pb; Ni; Co","chalcocite","6848c","235 Ma",18.367,15.616,38.422,1.17616547131148,2.46042520491803,0.0544454728589318,0.850220504165079,2.09190395818588,223.891,9.751,3.887,268.094,10.599,3.853,261.499,9.682,3.919,257.408,9.671,3.929,"MC-ICP-MS","unknown","unknown","unknown",,,"y","Angiorama, C. 2001. De metales, minerales y yacimientos. Contribución al estudio de la metalurgia prehispánica en el extremo noroccidental de Argentina. Estudios Atacameños, 21: 63-87.","10.35537/10915/25861","López, L., 2012, Geología y metalogénesis del distrito polimetálico Purísima-Rumicruz, departamento de Cochinoca, provincia de Jujuy, Doctor en Ciencias Naturales, Universidad Nacional de La Plata.","https://www.mineriajujuy.gob.ar/files_site/cuadro-resumen-de-indicios-y-ocurrencias-minerales-de-la-provincia-de-jujuy.pdf"
"Argentina","Jujuy","unknown","Purisima-Rumicruz","Purisima-Rumicruz","vein Purísima",-22.820275,-65.5307,"Exact/neighbouring (coordinates from Geological Database)","unknown","Grupo Santa Victoria","unknown","Epithermal","Veins; stockworks","Cu; Pb; Ni; Co","chalcocite","6914a","235 Ma",18.536,15.633,38.46,1.18569692317533,2.46018038764153,0.0539490720759603,0.843385843763487,2.07488131204143,132.099,9.786,3.802,168.663,10.653,3.848,167.757,9.712,3.834,157.804,9.686,3.857,"MC-ICP-MS","unknown","unknown","unknown",,,"y","Angiorama, C. 2001. De metales, minerales y yacimientos. Contribución al estudio de la metalurgia prehispánica en el extremo noroccidental de Argentina. Estudios Atacameños, 21: 63-87.","10.35537/10915/25861","López, L., 2012, Geología y metalogénesis del distrito polimetálico Purísima-Rumicruz, departamento de Cochinoca, provincia de Jujuy, Doctor en Ciencias Naturales, Universidad Nacional de La Plata.","https://www.mineriajujuy.gob.ar/files_site/cuadro-resumen-de-indicios-y-ocurrencias-minerales-de-la-provincia-de-jujuy.pdf"
"Argentina","Jujuy","unknown","Purisima-Rumicruz","Purisima-Rumicruz","vein Purísima",-22.820275,-65.5307,"Exact/neighbouring (coordinates from Geological Database)","unknown","Grupo Santa Victoria","unknown","Epithermal","Veins; stockworks","Cu; Pb; Ni; Co","chalcocite","6914b","235 Ma",18.559,15.64,38.477,1.1866368286445,2.46016624040921,0.0538822134813298,0.842717818847998,2.07322592812113,129.554,9.811,3.799,154.907,10.66,3.847,164.21,9.735,3.831,149.973,9.698,3.853,"MC-ICP-MS","unknown","unknown","unknown",,,"y","Angiorama, C. 2001. De metales, minerales y yacimientos. Contribución al estudio de la metalurgia prehispánica en el extremo noroccidental de Argentina. Estudios Atacameños, 21: 63-87.","10.35537/10915/25861","López, L., 2012, Geología y metalogénesis del distrito polimetálico Purísima-Rumicruz, departamento de Cochinoca, provincia de Jujuy, Doctor en Ciencias Naturales, Universidad Nacional de La Plata.","https://www.mineriajujuy.gob.ar/files_site/cuadro-resumen-de-indicios-y-ocurrencias-minerales-de-la-provincia-de-jujuy.pdf"
"Argentina","Jujuy","unknown","Purisima-Rumicruz","Purisima-Rumicruz","vein El Brechón",-22.820275,-65.5307,"Exact/neighbouring (coordinates from Geological Database)","unknown","Grupo Santa Victoria","unknown","Epithermal","Veins; stockworks","Cu; Pb; Ni; Co","chalcocite","6920a","235 Ma",18.455,15.642,38.524,1.17983633806419,2.4628564122235,0.0541858574911948,0.847575182877269,2.08745597399079,211.684,9.844,3.893,215.892,10.628,3.85,245.674,9.765,3.924,226.297,9.713,3.931,"MC-ICP-MS","unknown","unknown","unknown",,,"y","Angiorama, C. 2001. De metales, minerales y yacimientos. Contribución al estudio de la metalurgia prehispánica en el extremo noroccidental de Argentina. Estudios Atacameños, 21: 63-87.","10.35537/10915/25861","López, L., 2012, Geología y metalogénesis del distrito polimetálico Purísima-Rumicruz, departamento de Cochinoca, provincia de Jujuy, Doctor en Ciencias Naturales, Universidad Nacional de La Plata.","https://www.mineriajujuy.gob.ar/files_site/cuadro-resumen-de-indicios-y-ocurrencias-minerales-de-la-provincia-de-jujuy.pdf"
"Argentina","Mendoza","Distrito Santa Clara","Batuco","Raquel (ex-Deseada)",,-33.25,-69.6666666666667,"Exact (coordinates from publication)","unknown","unknown","unknown","unknown","Veins","Pb; Cu","galena","34-48","Lower Cretaceous",18.337,15.562,38.145,1.17831898213597,2.45116308957718,0.0545345476359274,0.848666630310302,2.08022031957245,132.129,9.522,3.737,287.371,10.589,3.854,178.344,9.477,3.772,213.408,9.568,3.81,"TIMS","unknown","unknown","unknown",,,"n","unknown","10.2113/gsecongeo.83.4.843","Puig, A., 1988, Geologic and metallogenic significance of the isotopic composition of lead in galenas of the Chilean Andes, Economic Geology, 83(4), 843–58.","unknown"
"Argentina","Neuquen Province","unknown","S.E. Loncopue","S.E. Loncopue","vein Plomo",-38.0660472222222,-70.5571333333333,"Placeholder coordinates","unknown","unknown","unknown","unknown","strata bound","Pb","galena","4877","Lower Cretaceous?",18.464,15.603,38.376,1.18336217394091,2.45952701403576,0.054159445407279,0.845049826689775,2.07842287694974,122.891,9.671,3.793,211.88,10.63,3.85,163.004,9.61,3.826,172.502,9.635,3.853,"TIMS","unknown","unknown","unknown",,,"n","unknown","10.2113/gsecongeo.83.4.843","Puig, A., 1988, Geologic and metallogenic significance of the isotopic composition of lead in galenas of the Chilean Andes, Economic Geology, 83(4), 843–58.","unknown"
"Argentina","Jujuy","unknown","San Juan","San Juan",,-23.2333333333333,-65.4047222222222,"Exact (coordinates from publication)","unknown","unknown","unknown","unknown","Stratiform","Pb; Zn; Ag","galena","DGFM67128","Ordovician",18.033,15.633,38.027,1.15352139704471,2.43248256892471,0.0554538900903898,0.866910663783064,2.10874507846725,506.431,9.921,3.903,459.724,10.497,3.863,540.068,9.838,3.935,510.621,9.748,3.94,"TIMS","unknown","unknown","unknown",,,"n","unknown",,"Zentelli, M., Doe, B., Hedge, C., Alvarez, O., Tidy, E., and Daroca, J., 1988, Isotopos de plomo en yacimientos de tipo pòrfido cuprífero comparados con otros depósitos metalíferos en los Andes del norte de Chile y Argentina, V Congreso Geológico Chileno, Departamento de Geología y Geofísica, Universidad de Chile, 1, B331–69.","unknown"
"Argentina","Jujuy","unknown","Santana","Santana","small abandoned mine, prospect or mineral occurrence",-23.1898056,-65.1854167,"Exact (coordinates from publication)","unknown","unknown","unknown","unknown","Veins","Pb; Cu","bornite","06ML08C","unknown",18.353,15.624,38.457,1.17466717869944,2.46140552995392,0.0544870048493434,0.851304963766142,2.0954067454912,250.955,9.789,3.919,275.969,10.595,3.854,287.274,9.717,3.95,276.875,9.689,3.954,"TIMS","unknown","unknown","unknown",,,"y","Angiorama, C. 2001. De metales, minerales y yacimientos. Contribución al estudio de la metalurgia prehispánica en el extremo noroccidental de Argentina. Estudios Atacameños, 21: 63-87.","10.1007/s10816-014-9225-8","Macfarlane, A. W., and Lechtman, H. N., 2016, Andean Ores, Bronze Artifacts, and Lead Isotopes: Constraints on Metal Sources in Their Geological Context, Journal of Archaeological Method and Theory, 23(1), 1–72.","unknown"
"Argentina","Jujuy","unknown","Santana","Santana","small abandoned mine, prospect or mineral occurrence",-23.1898056,-65.1854167,"Exact (coordinates from publication)","unknown","unknown","unknown","unknown","Veins","Pb; Cu","pyrite; bornite; malachite; chalcopyrite; quartz","06ML08D","unknown",18.384,15.655,38.556,1.17432130309805,2.46285531778984,0.0543951261966928,0.851555700609225,2.09725848563969,290.936,9.919,3.963,256.899,10.605,3.853,322.767,9.833,3.993,291.802,9.746,3.987,"TIMS","unknown","unknown","unknown",,,"y","Angiorama, C. 2001. De metales, minerales y yacimientos. Contribución al estudio de la metalurgia prehispánica en el extremo noroccidental de Argentina. Estudios Atacameños, 21: 63-87.","10.1007/s10816-014-9225-8","Macfarlane, A. W., and Lechtman, H. N., 2016, Andean Ores, Bronze Artifacts, and Lead Isotopes: Constraints on Metal Sources in Their Geological Context, Journal of Archaeological Method and Theory, 23(1), 1–72.","unknown"
"Argentina","Jujuy","unknown","Santana","Santana","small abandoned mine, prospect or mineral occurrence",-23.1898056,-65.1854167,"Exact (coordinates from publication)","unknown","unknown","unknown","unknown","Veins","Pb; Cu","chalcopyrite; quartz; malachite; azurite","06ML08E","unknown",18.383,15.641,38.519,1.17530848411227,2.46269420113803,0.0543980851874014,0.850840450416145,2.09535984333351,263.333,9.857,3.938,257.946,10.605,3.853,297.214,9.777,3.969,275.933,9.719,3.968,"TIMS","unknown","unknown","unknown",,,"y","Angiorama, C. 2001. De metales, minerales y yacimientos. Contribución al estudio de la metalurgia prehispánica en el extremo noroccidental de Argentina. Estudios Atacameños, 21: 63-87.","10.1007/s10816-014-9225-8","Macfarlane, A. W., and Lechtman, H. N., 2016, Andean Ores, Bronze Artifacts, and Lead Isotopes: Constraints on Metal Sources in Their Geological Context, Journal of Archaeological Method and Theory, 23(1), 1–72.","unknown"
"Argentina","Jujuy","unknown","Santana","Santana","small abandoned mine, prospect or mineral occurrence",-23.1898056,-65.1854167,"Exact (coordinates from publication)","unknown","unknown","unknown","unknown","Veins","Pb; Cu","chalcopyrite; cuprite; bornite; malachite","06ML08F","unknown",18.364,15.652,38.538,1.17326859187324,2.46217735752619,0.0544543672402527,0.852319756044435,2.09856240470486,299.692,9.911,3.966,268.634,10.599,3.853,331.892,9.826,3.996,302.291,9.743,3.99,"TIMS","unknown","unknown","unknown",,,"y","Angiorama, C. 2001. De metales, minerales y yacimientos. Contribución al estudio de la metalurgia prehispánica en el extremo noroccidental de Argentina. Estudios Atacameños, 21: 63-87.","10.1007/s10816-014-9225-8","Macfarlane, A. W., and Lechtman, H. N., 2016, Andean Ores, Bronze Artifacts, and Lead Isotopes: Constraints on Metal Sources in Their Geological Context, Journal of Archaeological Method and Theory, 23(1), 1–72.","unknown"
"Argentina","Salta","unknown","Taca-Taca","Taca-Taca",,-24.5833333333333,-67.7333333333333,"Exact (coordinates from publication)","unknown","unknown","unknown","Porphyritic","Disseminated; veins","Cu","chalcopyrite","AC915","Oligocene",18.694,15.631,38.666,1.195956752607,2.47367410914209,0.0534930993901787,0.836150636567883,2.06836418102065,8.044,9.744,3.807,75.3,10.703,3.843,44.594,9.674,3.838,41.837,9.667,3.861,"TIMS","unknown","unknown","unknown",,,"y","Angiorama, C. 2001. De metales, minerales y yacimientos. Contribución al estudio de la metalurgia prehispánica en el extremo noroccidental de Argentina. Estudios Atacameños, 21: 63-87.","10.1007/s10816-014-9225-8","Macfarlane, A. W., and Lechtman, H. N., 2016, Andean Ores, Bronze Artifacts, and Lead Isotopes: Constraints on Metal Sources in Their Geological Context, Journal of Archaeological Method and Theory, 23(1), 1–72.","https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3061.html"
