"Country","Political province/region","County","Mining area","Mining site","Add. information on mine","Latitude","Longitude","Location precision","Tectonic/geolog. super unit","Tectonic/geolog. unit","Tectonic/geolog. subunit","Deposit type","Mineralisation style","Metals","Minerals","Sample number","Geol. period","206Pb/204Pb","207Pb/204Pb","208Pb/204Pb","206Pb/207Pb","208Pb/207Pb","204Pb/206Pb","207Pb/206Pb","208Pb/206Pb","Model_Age_SK75","mu_SK75","kappa_SK75","Model_Age_CR75","mu_CR75","kappa_CR75","Model_Age_AJ84","mu_AJ84","kappa_AJ84","Model_Age_ADB12","mu_ADB12","kappa_ADB12","Instrument used","2s_206Pb/204Pb","2s_207Pb/204Pb","2s_208Pb/204Pb","2s_207Pb/206Pb","2s_208Pb/206Pb","Archaeologically Relevant? (Y/N)","Reason_archaeologically_relevant","doi","Reference","Additional references"
"Argentina","Jujuy","unknown","Distrito El Aguilar","Esperanza","disseminated",-23.3333333333333,-65.8333333333333,"Exact/neighbouring (coordinates from Puig 1988)","unknown","Formación Saladillo","unknown","SEDEX","strata bound; stratiform","Zn; Pb; Ag","galena","Gemmell_et_al_1992_21","unknown",18.046,15.656,38.079,1.15265712825754,2.43223045477772,0.0554139421478444,0.867560678266652,2.11010750304777,540.705,10.023,3.932,451.444,10.501,3.863,571.225,9.929,3.963,527.342,9.792,3.962,"TIMS","unknown","unknown","unknown",,,"y","Becerra, M. F. 2014. “Para labrar y poblar” Prácticas minero-metalúrgicas en la Puna de Jujuy durante el período colonial (siglos XVII y XVIII). Doctoral Thesis. Facultad de Filosofía y Letras, Universidad de Buenos Aires, Argentina.","10.2113/gsecongeo.87.8.2085","Gemmell, J. B., Zantop, H., and Meinert, L., 1992, Genesis of the Aguilar Zinc-Lead-Silver Deposit, Argentina:Contact Metasomatic vs. Sedimentary Exhalative, Economic Geology, 87, 2085–112.","https://www.mineriajujuy.gob.ar/files_site/cuadro-resumen-de-indicios-y-ocurrencias-minerales-de-la-provincia-de-jujuy.pdf"
"Argentina","Jujuy","unknown","Distrito El Aguilar","Esperanza","Breccia-sulfide matrix",-23.3333333333333,-65.8333333333333,"Exact/neighbouring (coordinates from Puig 1988)","unknown","Formación Saladillo","unknown","SEDEX","strata bound; stratiform","Zn; Pb; Ag","galena","Gemmell_et_al_1992_22","unknown",18.028,15.631,37.991,1.15334911394025,2.43049069157444,0.0554692700244065,0.867040159751498,2.10733303749723,506.267,9.914,3.886,462.647,10.495,3.863,540.163,9.831,3.918,511.83,9.744,3.926,"TIMS","unknown","unknown","unknown",,,"y","Becerra, M. F. 2014. “Para labrar y poblar” Prácticas minero-metalúrgicas en la Puna de Jujuy durante el período colonial (siglos XVII y XVIII). Doctoral Thesis. Facultad de Filosofía y Letras, Universidad de Buenos Aires, Argentina.","10.2113/gsecongeo.87.8.2085","Gemmell, J. B., Zantop, H., and Meinert, L., 1992, Genesis of the Aguilar Zinc-Lead-Silver Deposit, Argentina:Contact Metasomatic vs. Sedimentary Exhalative, Economic Geology, 87, 2085–112.","https://www.mineriajujuy.gob.ar/files_site/cuadro-resumen-de-indicios-y-ocurrencias-minerales-de-la-provincia-de-jujuy.pdf"
"Argentina","Jujuy","unknown","Distrito El Aguilar","Esperanza","banded pyrite-sphalerite",-23.3333333333333,-65.8333333333333,"Exact/neighbouring (coordinates from Puig 1988)","unknown","Formación Saladillo","unknown","SEDEX","strata bound; stratiform","Zn; Pb; Ag","galena","Gemmell_et_al_1992_23","unknown",18.065,15.678,38.15,1.15225156269932,2.43334609006251,0.0553556601162469,0.867866039302519,2.11181843343482,568.148,10.119,3.967,439.788,10.507,3.862,595.809,10.015,3.997,538.703,9.834,3.988,"TIMS","unknown","unknown","unknown",,,"y","Becerra, M. F. 2014. “Para labrar y poblar” Prácticas minero-metalúrgicas en la Puna de Jujuy durante el período colonial (siglos XVII y XVIII). Doctoral Thesis. Facultad de Filosofía y Letras, Universidad de Buenos Aires, Argentina.","10.2113/gsecongeo.87.8.2085","Gemmell, J. B., Zantop, H., and Meinert, L., 1992, Genesis of the Aguilar Zinc-Lead-Silver Deposit, Argentina:Contact Metasomatic vs. Sedimentary Exhalative, Economic Geology, 87, 2085–112.","https://www.mineriajujuy.gob.ar/files_site/cuadro-resumen-de-indicios-y-ocurrencias-minerales-de-la-provincia-de-jujuy.pdf"
"Argentina","Jujuy","unknown","Distrito El Aguilar","Esperanza","banded pyrite-sphalerite",-23.3333333333333,-65.8333333333333,"Exact/neighbouring (coordinates from Puig 1988)","unknown","Formación Saladillo","unknown","SEDEX","strata bound; stratiform","Zn; Pb; Ag","galena","Gemmell_et_al_1992_24","unknown",18.042,15.647,38.046,1.15306448520483,2.4315204192497,0.0554262276909434,0.867254184680191,2.10874625872963,526.578,9.983,3.913,454.065,10.5,3.863,558.309,9.893,3.945,520.072,9.775,3.947,"TIMS","unknown","unknown","unknown",,,"y","Becerra, M. F. 2014. “Para labrar y poblar” Prácticas minero-metalúrgicas en la Puna de Jujuy durante el período colonial (siglos XVII y XVIII). Doctoral Thesis. Facultad de Filosofía y Letras, Universidad de Buenos Aires, Argentina.","10.2113/gsecongeo.87.8.2085","Gemmell, J. B., Zantop, H., and Meinert, L., 1992, Genesis of the Aguilar Zinc-Lead-Silver Deposit, Argentina:Contact Metasomatic vs. Sedimentary Exhalative, Economic Geology, 87, 2085–112.","https://www.mineriajujuy.gob.ar/files_site/cuadro-resumen-de-indicios-y-ocurrencias-minerales-de-la-provincia-de-jujuy.pdf"
"Argentina","La Rioja","unknown","Famatina","Famatina",,-29.0166666666667,-67.7666666666667,"Exact (coordinates from publication)","unknown","unknown","unknown","Epithermal","unknown","Cu; Au","pyrite","06ML06B","unknown",18.564,15.625,38.547,1.188096,2.467008,0.0538677009265245,0.841682826976945,2.07643826761474,93.91,9.745,3.827,152.424,10.662,3.847,130.931,9.676,3.859,127.925,9.668,3.878,"TIMS","unknown","unknown","unknown",,,"y","Callegari, A. B., Jacob, C.  2012, Más de 1000 años de explotación minera en la Sierra de Famatina. La Rioja, Argentina, Revista de Arqueología Histórica Argentina y Latinoamericana, 6, 157-183. Buenos Aires.","10.1007/s10816-014-9225-8","Macfarlane, A. W., and Lechtman, H. N., 2016, Andean Ores, Bronze Artifacts, and Lead Isotopes: Constraints on Metal Sources in Their Geological Context, Journal of Archaeological Method and Theory, 23(1), 1–72.","unknown"
"Argentina","La Rioja","unknown","Famatina","Famatina",,-29.0166666666667,-67.7666666666667,"Exact (coordinates from publication)","unknown","unknown","unknown","Epithermal","unknown","Cu; Au","pyrite","06ML06D","unknown",18.541,15.609,38.503,1.18784034851688,2.46671791914921,0.053934523488485,0.841863977131762,2.07664095787714,76.999,9.681,3.812,166.468,10.654,3.848,116.494,9.618,3.845,124.621,9.639,3.868,"TIMS","unknown","unknown","unknown",,,"y","Callegari, A. B., Jacob, C.  2012, Más de 1000 años de explotación minera en la Sierra de Famatina. La Rioja, Argentina, Revista de Arqueología Histórica Argentina y Latinoamericana, 6, 157-183. Buenos Aires.","10.1007/s10816-014-9225-8","Macfarlane, A. W., and Lechtman, H. N., 2016, Andean Ores, Bronze Artifacts, and Lead Isotopes: Constraints on Metal Sources in Their Geological Context, Journal of Archaeological Method and Theory, 23(1), 1–72.","unknown"
"Argentina","La Rioja","unknown","Famatina","Famatina",,-29.0166666666667,-67.7666666666667,"Exact (coordinates from publication)","unknown","unknown","unknown","Epithermal","unknown","Cu; Au","pyrite","06ML06E","unknown",18.561,15.648,38.384,1.18615797546012,2.45296523517382,0.0538764075211465,0.8430580248909,2.06799202629169,144.865,9.845,3.752,153.483,10.661,3.847,178.302,9.766,3.784,158.341,9.713,3.814,"TIMS","unknown","unknown","unknown",,,"y","Callegari, A. B., Jacob, C.  2012, Más de 1000 años de explotación minera en la Sierra de Famatina. La Rioja, Argentina, Revista de Arqueología Histórica Argentina y Latinoamericana, 6, 157-183. Buenos Aires.","10.1007/s10816-014-9225-8","Macfarlane, A. W., and Lechtman, H. N., 2016, Andean Ores, Bronze Artifacts, and Lead Isotopes: Constraints on Metal Sources in Their Geological Context, Journal of Archaeological Method and Theory, 23(1), 1–72.","unknown"
"Argentina","La Rioja","unknown","Famatina","Famatina",,-29.0166666666667,-67.7666666666667,"Exact (coordinates from publication)","unknown","unknown","unknown","Epithermal","unknown","Cu; Au","pyrite","06ML06G","unknown",18.56,15.615,38.498,1.18860070445085,2.46544988792827,0.0538793103448276,0.841325431034483,2.07424568965517,75.458,9.703,3.8,155.09,10.66,3.847,114.064,9.638,3.832,118.404,9.649,3.857,"TIMS","unknown","unknown","unknown",,,"y","Callegari, A. B., Jacob, C.  2012, Más de 1000 años de explotación minera en la Sierra de Famatina. La Rioja, Argentina, Revista de Arqueología Histórica Argentina y Latinoamericana, 6, 157-183. Buenos Aires.","10.1007/s10816-014-9225-8","Macfarlane, A. W., and Lechtman, H. N., 2016, Andean Ores, Bronze Artifacts, and Lead Isotopes: Constraints on Metal Sources in Their Geological Context, Journal of Archaeological Method and Theory, 23(1), 1–72.","unknown"
"Argentina","La Rioja","unknown","Famatina","Famatina",,-29.0166666666667,-67.7666666666667,"Exact (coordinates from publication)","unknown","unknown","unknown","Epithermal","unknown","Cu; Au","pyrite","06ML06H","unknown",18.544,15.623,38.548,1.18696793189528,2.46738782564168,0.0539257981018119,0.842482743744607,2.07873166522865,104.804,9.74,3.839,164.266,10.655,3.848,142.063,9.672,3.871,139.789,9.666,3.889,"TIMS","unknown","unknown","unknown",,,"y","Callegari, A. B., Jacob, C.  2012, Más de 1000 años de explotación minera en la Sierra de Famatina. La Rioja, Argentina, Revista de Arqueología Histórica Argentina y Latinoamericana, 6, 157-183. Buenos Aires.","10.1007/s10816-014-9225-8","Macfarlane, A. W., and Lechtman, H. N., 2016, Andean Ores, Bronze Artifacts, and Lead Isotopes: Constraints on Metal Sources in Their Geological Context, Journal of Archaeological Method and Theory, 23(1), 1–72.","unknown"
"Argentina","Salta","unknown","Gigante","Gigante",,-23.0138888888889,-65.0244444444444,"Exact (coordinates from publication)","unknown","unknown","unknown","unknown","Stratiform","Pb; Zn; Ag","galena","ZAG32","Ordovician",18.047,15.645,38.078,1.15353147970598,2.43387663790348,0.0554108716130105,0.866903086385549,2.10993516928021,519.117,9.972,3.927,451.294,10.501,3.863,551.143,9.883,3.958,514.401,9.77,3.958,"TIMS","unknown","unknown","unknown",,,"y","Ventura, B., Scambato, C. 2013. La metalurgia de los valles orientales del Norte de Salta, Argentina. Boletín del Museo Chileno de Arte Precolombino 18, 1,  85-106.",,"Zentelli, M., Doe, B., Hedge, C., Alvarez, O., Tidy, E., and Daroca, J., 1988, Isotopos de plomo en yacimientos de tipo pòrfido cuprífero comparados con otros depósitos metalíferos en los Andes del norte de Chile y Argentina, V Congreso Geológico Chileno, Departamento de Geología y Geofísica, Universidad de Chile, 1, B331–69.","unknown"
"Argentina","Salta","unknown","La Armonia","La Armonia (El Queva)",,-24.3397222222222,-66.8244444444444,"Exact (coordinates from publication)","unknown","unknown","unknown","unknown","unknown","Pb","galena","DGFM67130","unknown",18.773,15.676,38.962,1.19756315386578,2.48545547333503,0.0532679912640494,0.835029031055239,2.07542747562989,45.372,9.92,3.924,26.956,10.729,3.841,75.132,9.832,3.953,,,,"TIMS","unknown","unknown","unknown",,,"n","unknown",,"Zentelli, M., Doe, B., Hedge, C., Alvarez, O., Tidy, E., and Daroca, J., 1988, Isotopos de plomo en yacimientos de tipo pòrfido cuprífero comparados con otros depósitos metalíferos en los Andes del norte de Chile y Argentina, V Congreso Geológico Chileno, Departamento de Geología y Geofísica, Universidad de Chile, 1, B331–69.","unknown"
"Argentina","Salta","unknown","La Cienaga","La Cienaga",,-22.3861111111111,-65.1269444444445,"Exact (coordinates from publication)","unknown","unknown","unknown","unknown","Stratiform","Pb; Zn; Ag","galena","ZAG-2","Ordovician",18.051,15.644,38.073,1.15386090513935,2.43371260547175,0.055398592875741,0.866655586948092,2.10919062655809,514.283,9.966,3.921,449.054,10.502,3.862,546.463,9.878,3.953,510.53,9.767,3.954,"TIMS","unknown","unknown","unknown",,,"y","Ventura, B., Scambato, C. 2013. La metalurgia de los valles orientales del Norte de Salta, Argentina. Boletín del Museo Chileno de Arte Precolombino 18, 1,  85-106.",,"Zentelli, M., Doe, B., Hedge, C., Alvarez, O., Tidy, E., and Daroca, J., 1988, Isotopos de plomo en yacimientos de tipo pòrfido cuprífero comparados con otros depósitos metalíferos en los Andes del norte de Chile y Argentina, V Congreso Geológico Chileno, Departamento de Geología y Geofísica, Universidad de Chile, 1, B331–69.","unknown"
"Argentina","La Rioja","unknown","La Helvecia","La Helvecia",,-29.5338888888889,-68.8222222222222,"Exact/neighbouring (coordinates from Zentilli et al. 1988)","unknown","unknown","unknown","unknown","strata bound","Pb; Zn","galena","284","unknown",18.084,15.585,37.975,1.16034648700674,2.43663779274944,0.055297500552975,0.861811546118116,2.09992258349923,373.822,9.687,3.821,432.456,10.511,3.862,414.785,9.627,3.855,420.49,9.644,3.877,"TIMS","unknown","unknown","unknown",,,"n","unknown",,"Brodtkorb, M. K., and Brodtkorb, A., 1982, Datos isotópicos de plomo de la mineralización de la Mina La Helvecia, prov. de La Rioja, Revista de la Asociación Geológica Argentina, 37(3), 358–61.","unknown"
"Argentina","La Rioja","unknown","La Helvecia","La Helvecia",,-29.5338888888889,-68.8222222222222,"Exact/neighbouring (coordinates from Zentilli et al. 1988)","unknown","unknown","unknown","unknown","strata bound","Pb; Zn","galena","287","unknown",18.083,15.585,37.987,1.16028232274623,2.43740776387552,0.0553005585356412,0.861859204777968,2.1007023170934,374.577,9.687,3.829,433.027,10.511,3.862,415.534,9.628,3.863,421.191,9.644,3.883,"TIMS","unknown","unknown","unknown",,,"n","unknown",,"Brodtkorb, M. K., and Brodtkorb, A., 1982, Datos isotópicos de plomo de la mineralización de la Mina La Helvecia, prov. de La Rioja, Revista de la Asociación Geológica Argentina, 37(3), 358–61.","unknown"
"Argentina","La Rioja","unknown","La Helvecia","La Helvecia",,-29.5338888888889,-68.8222222222222,"Exact/neighbouring (coordinates from Zentilli et al. 1988)","unknown","unknown","unknown","unknown","strata bound","Pb; Zn","galena","424","unknown",17.967,15.551,37.731,1.15535978393672,2.42627483763102,0.0556575944787666,0.8655312517393,2.10001669727834,393.623,9.567,3.75,500.451,10.475,3.865,439.19,9.521,3.786,463.455,9.591,3.822,"TIMS","unknown","unknown","unknown",,,"n","unknown",,"Brodtkorb, M. K., and Brodtkorb, A., 1982, Datos isotópicos de plomo de la mineralización de la Mina La Helvecia, prov. de La Rioja, Revista de la Asociación Geológica Argentina, 37(3), 358–61.","unknown"
"Argentina","La Rioja","unknown","La Helvecia","La Helvecia",,-29.5338888888889,-68.8222222222222,"Exact/neighbouring (coordinates from Zentilli et al. 1988)","unknown","unknown","unknown","unknown","syngenetic?","Pb; Zn","galena","1964","Ordovician-Carbonaceous (host metasedimentary rock)",18.086,15.594,38.008,1.1598050532256,2.4373476978325,0.0552913856021232,0.862213867079509,2.1015149839655,390.454,9.727,3.842,430.973,10.512,3.862,430.05,9.663,3.875,429.478,9.662,3.893,"TIMS","unknown","unknown","unknown",,,"n","unknown","10.2113/gsecongeo.83.4.843","Puig, A., 1988, Geologic and metallogenic significance of the isotopic composition of lead in galenas of the Chilean Andes, Economic Geology, 83(4), 843–58.","unknown"
"Argentina","La Rioja","unknown","La Helvecia","La Helvecia",,-29.5338888888889,-68.8222222222222,"Exact (coordinates from publication)","unknown","unknown","unknown","unknown","unknown","Pb; Zn","galena","DGFM67133","unknown",17.945,15.541,37.687,1.15468760054051,2.42500482594428,0.0557258289217052,0.866035107272221,2.1001393145723,390.021,9.528,3.736,513.339,10.468,3.866,437.043,9.486,3.772,467.423,9.574,3.812,"TIMS","unknown","unknown","unknown",,,"n","unknown",,"Zentelli, M., Doe, B., Hedge, C., Alvarez, O., Tidy, E., and Daroca, J., 1988, Isotopos de plomo en yacimientos de tipo pòrfido cuprífero comparados con otros depósitos metalíferos en los Andes del norte de Chile y Argentina, V Congreso Geológico Chileno, Departamento de Geología y Geofísica, Universidad de Chile, 1, B331–69.","unknown"
"Argentina","Jujuy","unknown","Distrito El Aguilar","Oriental","massive sulfide",-23.3333333333333,-65.8333333333333,"Exact/neighbouring (coordinates from Puig 1988)","unknown","Formación Saladillo","unknown","SEDEX","unknown","Zn; Pb; Ag","galena","Gemmell_et_al_1992_25","unknown",18.047,15.652,37.984,1.1530155890621,2.42678251980578,0.0554108716130105,0.86729096248684,2.10472654734859,532.414,10.004,3.876,451.027,10.501,3.863,563.482,9.912,3.908,522.207,9.784,3.916,"TIMS","unknown","unknown","unknown",,,"y","Becerra, M. F. 2014. “Para labrar y poblar” Prácticas minero-metalúrgicas en la Puna de Jujuy durante el período colonial (siglos XVII y XVIII). Doctoral Thesis. Facultad de Filosofía y Letras, Universidad de Buenos Aires, Argentina.","10.2113/gsecongeo.87.8.2085","Gemmell, J. B., Zantop, H., and Meinert, L., 1992, Genesis of the Aguilar Zinc-Lead-Silver Deposit, Argentina:Contact Metasomatic vs. Sedimentary Exhalative, Economic Geology, 87, 2085–112.","https://www.mineriajujuy.gob.ar/files_site/cuadro-resumen-de-indicios-y-ocurrencias-minerales-de-la-provincia-de-jujuy.pdf"
"Argentina","Jujuy","unknown","Pan de Azucar","Pan de Azucar",,-22.6158055555556,-66.0525277777778,"Exact (coordinates from publication)","unknown","Complejo volcánico-dómico Laguna de Pozuelos","unknown","Volcanic","Veins","Pb; Zn; Au; Ag","pyrite","06ML09A","~12 Ma",18.672,15.658,38.86,1.19248946225572,2.48179844169115,0.0535561268209083,0.838581833761782,2.0811910882605,82.749,9.864,3.931,87.572,10.696,3.844,114.993,9.782,3.961,91.444,9.722,3.961,"TIMS","unknown","unknown","unknown",,,"y","Angiorama, C., Becerra, M. F. 2017. Reverberatory Furnaces in the Puna of Jujuy, Argentina, during colonial times (from the end of the 16th to the beginning of the 19th century AD). Journal of Anthropological Archaeology, 48, 181-192.","10.1007/s10816-014-9225-8","Macfarlane, A. W., and Lechtman, H. N., 2016, Andean Ores, Bronze Artifacts, and Lead Isotopes: Constraints on Metal Sources in Their Geological Context, Journal of Archaeological Method and Theory, 23(1), 1–72.","https://www.mineriajujuy.gob.ar/files_site/cuadro-resumen-de-indicios-y-ocurrencias-minerales-de-la-provincia-de-jujuy.pdf"
"Argentina","Jujuy","unknown","Pan de Azucar","Pan de Azucar",,-22.6158055555556,-66.0525277777778,"Exact (coordinates from publication)","unknown","Complejo volcánico-dómico Laguna de Pozuelos","unknown","Volcanic","Veins","Pb; Zn; Au; Ag","pyrite","06ML09B","~12 Ma",18.659,15.646,38.811,1.19257318164387,2.4805701137671,0.0535934401629241,0.83852296478911,2.08001500616325,66.979,9.815,3.91,95.635,10.692,3.844,101.034,9.738,3.94,85.845,9.699,3.945,"TIMS","unknown","unknown","unknown",,,"y","Angiorama, C., Becerra, M. F. 2017. Reverberatory Furnaces in the Puna of Jujuy, Argentina, during colonial times (from the end of the 16th to the beginning of the 19th century AD). Journal of Anthropological Archaeology, 48, 181-192.","10.1007/s10816-014-9225-8","Macfarlane, A. W., and Lechtman, H. N., 2016, Andean Ores, Bronze Artifacts, and Lead Isotopes: Constraints on Metal Sources in Their Geological Context, Journal of Archaeological Method and Theory, 23(1), 1–72.","https://www.mineriajujuy.gob.ar/files_site/cuadro-resumen-de-indicios-y-ocurrencias-minerales-de-la-provincia-de-jujuy.pdf"
"Argentina","Jujuy","unknown","Pan de Azucar","Pan de Azucar",,-22.6158055555556,-66.0525277777778,"Exact (coordinates from publication)","unknown","Complejo volcánico-dómico Laguna de Pozuelos","unknown","Volcanic","Veins","Pb; Zn; Au; Ag","pyrite","06ML09E","~12 Ma",18.677,15.66,38.864,1.192656449553,2.48173690932312,0.0535417893666006,0.838464421480966,2.08084810194357,83.239,9.872,3.93,84.547,10.698,3.844,115.192,9.789,3.96,90.348,9.725,3.961,"TIMS","unknown","unknown","unknown",,,"y","Angiorama, C., Becerra, M. F. 2017. Reverberatory Furnaces in the Puna of Jujuy, Argentina, during colonial times (from the end of the 16th to the beginning of the 19th century AD). Journal of Anthropological Archaeology, 48, 181-192.","10.1007/s10816-014-9225-8","Macfarlane, A. W., and Lechtman, H. N., 2016, Andean Ores, Bronze Artifacts, and Lead Isotopes: Constraints on Metal Sources in Their Geological Context, Journal of Archaeological Method and Theory, 23(1), 1–72.","https://www.mineriajujuy.gob.ar/files_site/cuadro-resumen-de-indicios-y-ocurrencias-minerales-de-la-provincia-de-jujuy.pdf"
"Argentina","Jujuy","unknown","Pan de Azucar","Pan de Azucar",,-22.6158055555556,-66.0525277777778,"Exact (coordinates from publication)","unknown","Complejo volcánico-dómico Laguna de Pozuelos","unknown","Volcanic","Veins","Pb; Zn; Au; Ag","pyrite","06ML09G","~12 Ma",18.695,15.679,38.919,1.19235920658205,2.48223738758849,0.0534902380315592,0.838673442096817,2.08178657395025,109.776,9.95,3.954,73.308,10.704,3.843,138.925,9.859,3.983,100.999,9.76,3.978,"TIMS","unknown","unknown","unknown",,,"y","Angiorama, C., Becerra, M. F. 2017. Reverberatory Furnaces in the Puna of Jujuy, Argentina, during colonial times (from the end of the 16th to the beginning of the 19th century AD). Journal of Anthropological Archaeology, 48, 181-192.","10.1007/s10816-014-9225-8","Macfarlane, A. W., and Lechtman, H. N., 2016, Andean Ores, Bronze Artifacts, and Lead Isotopes: Constraints on Metal Sources in Their Geological Context, Journal of Archaeological Method and Theory, 23(1), 1–72.","https://www.mineriajujuy.gob.ar/files_site/cuadro-resumen-de-indicios-y-ocurrencias-minerales-de-la-provincia-de-jujuy.pdf"
"Argentina","Jujuy","unknown","Pan de Azucar","Pan de Azucar",,-22.6227777777778,-66.0411111111111,"Exact (coordinates from publication)","unknown","Complejo volcánico-dómico Laguna de Pozuelos","unknown","Subvolcanic","Veins","Zn; Pb; Ag","galena","DGFM67132","~12 Ma",18.68,15.669,38.86,1.19216286935988,2.48005616184824,0.0535331905781585,0.838811563169165,2.08029978586724,99.985,9.91,3.93,82.504,10.699,3.844,130.586,9.823,3.959,99.347,9.742,3.959,"TIMS","unknown","unknown","unknown",,,"y","Angiorama, C., Becerra, M. F. 2017. Reverberatory Furnaces in the Puna of Jujuy, Argentina, during colonial times (from the end of the 16th to the beginning of the 19th century AD). Journal of Anthropological Archaeology, 48, 181-192.",,"Zentelli, M., Doe, B., Hedge, C., Alvarez, O., Tidy, E., and Daroca, J., 1988, Isotopos de plomo en yacimientos de tipo pòrfido cuprífero comparados con otros depósitos metalíferos en los Andes del norte de Chile y Argentina, V Congreso Geológico Chileno, Departamento de Geología y Geofísica, Universidad de Chile, 1, B331–69.","https://www.mineriajujuy.gob.ar/files_site/cuadro-resumen-de-indicios-y-ocurrencias-minerales-de-la-provincia-de-jujuy.pdf"
"Argentina","Mendoza","unknown","Paramillos","Paramillos","vein Vallejos",-32.4748888888889,-69.1461111111111,"Exact (coordinates from publication)","unknown","unknown","unknown","unknown","CSS (clastic sedimentary sequences); veins","Pb; Zn; Ag","galena","Rubinstein_et_al_2018_1","Triassic (host rock)",18.497,15.587,38.303,1.18669403990505,2.45736831975364,0.0540628209979997,0.842677190895821,2.07076823268638,62.918,9.595,3.727,193.034,10.64,3.849,105.837,9.542,3.762,128.983,9.6,3.799,"MC-ICP-MS","unknown","unknown","unknown",,,"y","Sironi, O. 2019. Mining ways of life in the Southern Andes: historical anthropological archaeology in Mendoza, Argentina. International Journal of Historical Archaeology, 23, 1, 153-171.","10.1016/j.crte.2018.01.002","Rubinstein, N. A., Carrasquero, S. I., Gómez, A. L. R., Ricchetti, A. P. O., and DAnnunzio, M. C., 2018, Metallogeny of the Paramillos de Uspallata Pb–Zn–Ag vein deposit in the Cuyo Rift Basin, Argentina, Comptes Rendus Geoscience, 350(4), 164–72.","unknown"
"Argentina","Mendoza","unknown","Paramillos","Paramillos","vein San Miguel",-32.4748888888889,-69.1461111111111,"Exact (coordinates from publication)","unknown","unknown","unknown","unknown","CSS (clastic sedimentary sequences); veins","Pb; Zn; Ag","galena","Rubinstein_et_al_2018_2","Triassic (host rock)",18.424,15.581,38.247,1.18246582375971,2.45472049290803,0.0542770299609205,0.845690403821103,2.07593356491533,106.136,9.585,3.742,236.004,10.617,3.851,149.664,9.533,3.777,174.165,9.596,3.813,"MC-ICP-MS","unknown","unknown","unknown",,,"y","Sironi, O. 2019. Mining ways of life in the Southern Andes: historical anthropological archaeology in Mendoza, Argentina. International Journal of Historical Archaeology, 23, 1, 153-171.","10.1016/j.crte.2018.01.002","Rubinstein, N. A., Carrasquero, S. I., Gómez, A. L. R., Ricchetti, A. P. O., and DAnnunzio, M. C., 2018, Metallogeny of the Paramillos de Uspallata Pb–Zn–Ag vein deposit in the Cuyo Rift Basin, Argentina, Comptes Rendus Geoscience, 350(4), 164–72.","unknown"
"Argentina","Mendoza","unknown","Paramillos","Paramillos","vein Florida",-32.4748888888889,-69.1461111111111,"Exact (coordinates from publication)","unknown","unknown","unknown","unknown","CSS (clastic sedimentary sequences); veins","Pb; Zn; Ag","galena","Rubinstein_et_al_2018_3","Triassic (host rock)",18.501,15.587,38.319,1.18695066401488,2.45839481619298,0.0540511323712232,0.842495000270256,2.0711853413329,59.832,9.594,3.733,190.684,10.641,3.849,102.771,9.541,3.767,126.094,9.6,3.804,"MC-ICP-MS","unknown","unknown","unknown",,,"y","Sironi, O. 2019. Mining ways of life in the Southern Andes: historical anthropological archaeology in Mendoza, Argentina. International Journal of Historical Archaeology, 23, 1, 153-171.","10.1016/j.crte.2018.01.002","Rubinstein, N. A., Carrasquero, S. I., Gómez, A. L. R., Ricchetti, A. P. O., and DAnnunzio, M. C., 2018, Metallogeny of the Paramillos de Uspallata Pb–Zn–Ag vein deposit in the Cuyo Rift Basin, Argentina, Comptes Rendus Geoscience, 350(4), 164–72.","unknown"
"Argentina","Mendoza","unknown","Paramillos","Paramillos","vein Tajo",-32.4748888888889,-69.1461111111111,"Exact (coordinates from publication)","unknown","unknown","unknown","unknown","CSS (clastic sedimentary sequences); veins","Pb; Zn; Ag","galena","Rubinstein_et_al_2018_4","Triassic (host rock)",18.485,15.564,38.247,1.18767668979697,2.45740169622205,0.0540979172301866,0.841979983770625,2.06908304030295,21.395,9.499,3.697,200.814,10.636,3.85,68.19,9.455,3.732,108.906,9.557,3.777,"MC-ICP-MS","unknown","unknown","unknown",,,"y","Sironi, O. 2019. Mining ways of life in the Southern Andes: historical anthropological archaeology in Mendoza, Argentina. International Journal of Historical Archaeology, 23, 1, 153-171.","10.1016/j.crte.2018.01.002","Rubinstein, N. A., Carrasquero, S. I., Gómez, A. L. R., Ricchetti, A. P. O., and DAnnunzio, M. C., 2018, Metallogeny of the Paramillos de Uspallata Pb–Zn–Ag vein deposit in the Cuyo Rift Basin, Argentina, Comptes Rendus Geoscience, 350(4), 164–72.","unknown"
